order_number,quantity,unit_price,line_number,status,product,msrp,product_code,customer_name,phone,address,city,state,postal_code,country,territory,month_relative,customer_id,contact
10172,22,74.51,1,Shipped,Classic Cars,90,S24_2766,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,United States,NA,18,36,King Julie
10182,36,73.6,14,Shipped,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,18,57,Nelson Valarie
10192,46,83.6,2,Shipped,Classic Cars,90,S24_2766,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,United States,NA,18,62,Young Valarie
10204,47,96.32,8,Shipped,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,17,60,Young Jeff
10212,45,88.14,1,Shipped,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,16,34,Freyre Diego
10227,47,88.14,14,Shipped,Classic Cars,90,S24_2766,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,NA,69004,France,EMEA,14,73,Saveley Mary
10241,47,94.5,6,Shipped,Classic Cars,90,S24_2766,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,NA,67000,France,EMEA,13,54,Citeaux Frederique
10267,38,87.24,3,Shipped,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,10,60,Young Jeff
10279,49,79.97,3,Shipped,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,9,34,Freyre Diego
10288,35,80.87,9,Shipped,Classic Cars,90,S24_2766,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,8,40,Victorino Wendy
10302,49,100,5,Shipped,Classic Cars,90,S24_2766,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,NA,WX1 6LT,United Kingdom,EMEA,19,88,Devon Elizabeth
10311,28,93.6,4,Shipped,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,7,34,Freyre Diego
10321,30,72.7,1,Shipped,Classic Cars,90,S24_2766,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,United States,NA,6,35,Benitez Violeta
10332,39,86.72,7,Shipped,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,6,11,Ashworth Victoria
10346,25,100,1,Shipped,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,United States,NA,6,76,King Sue
10368,40,100,2,Shipped,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,4,57,Nelson Valarie
10380,36,37.5,6,Shipped,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,3,34,Freyre Diego
10407,76,94.5,6,On Hold,Classic Cars,90,S24_2766,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,United States,NA,1,83,Frick Sue
10420,39,100,9,In Process,Classic Cars,90,S24_2766,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Sydney,NSW,2067,Australia,APAC,0,77,Huxley Adrian
10104,44,39.6,10,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,28,34,Freyre Diego
10114,24,30.06,1,Shipped,Classic Cars,35,S24_2840,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,NA,75012,France,EMEA,25,45,Bertrand Marie
10127,39,38.19,12,Shipped,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,23,60,Young Jeff
10141,21,42.43,6,Shipped,Classic Cars,35,S24_2840,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,NA,FIN-02271,Finland,EMEA,21,79,Suominen Kalle
10151,30,40.31,4,Shipped,Classic Cars,35,S24_2840,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,NA,90110,Finland,EMEA,20,65,Koskitalo Pirkko
10165,27,31.82,13,Shipped,Classic Cars,35,S24_2840,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,NA,79903,Singapore,Japan,19,32,Natividad Eric
10175,37,31.12,2,Shipped,Classic Cars,35,S24_2840,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,NA,WX3 6FW,United Kingdom,EMEA,18,78,Brown Ann
10184,42,31.82,7,Shipped,Classic Cars,35,S24_2840,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,NA,41101,Spain,EMEA,18,43,Roel Jose Pedro
10195,32,28.29,7,Shipped,Classic Cars,35,S24_2840,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,United States,NA,18,55,Frick Steve
10207,42,29.7,8,Shipped,Classic Cars,35,S24_2840,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,United States,NA,17,30,Franco Valarie
10219,21,40.31,3,Shipped,Classic Cars,35,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,United States,NA,15,75,Taylor Sue
10229,33,32.88,2,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,14,57,Nelson Valarie
10246,49,36.07,6,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,12,34,Freyre Diego
10259,31,33.24,5,Shipped,Classic Cars,35,S24_2840,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,11,40,Victorino Wendy
10271,38,41.72,6,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,10,57,Nelson Valarie
10281,20,40.66,2,Shipped,Classic Cars,35,S24_2840,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,United States,NA,9,29,Yu Kyung
10292,39,30.06,9,Shipped,Classic Cars,35,S24_2840,Land of Toys Inc.,2125557818,897 Long Airport Avenue,New York,NY,10022,United States,NA,8,47,Yu Kwai
10305,48,31.47,6,Shipped,Classic Cars,35,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,United States,NA,7,50,Hernandez Marta
10314,39,37.13,15,Shipped,Classic Cars,35,S24_2840,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,NA,8200,Denmark,EMEA,7,41,Ibsen Palle
10324,30,100,9,Shipped,Classic Cars,35,S24_2840,Vitachrome Inc.,2125551500,2678 Kingston Rd.,New York,NY,10022,United States,NA,6,90,Frick Michael
10335,33,37.13,2,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,6,57,Nelson Valarie
10349,36,37.13,3,Shipped,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,5,60,Young Jeff
10358,36,82.94,4,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,5,34,Freyre Diego
10371,45,100,8,Shipped,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,4,57,Nelson Valarie
10383,40,100,3,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,3,34,Freyre Diego
10394,46,38.9,6,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,2,34,Freyre Diego
10412,30,36.07,6,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,0,34,Freyre Diego
10425,31,33.24,5,In Process,Classic Cars,35,S24_2840,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,0,46,Labrune Janine
10106,49,74.68,13,Shipped,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,NA,24100,Italy,EMEA,27,69,Rovelli Giovanni
10119,41,59.6,4,Shipped,Planes,68,S24_2841,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,NA,5020,Austria,EMEA,25,72,Pipps Georg
10131,35,67.14,5,Shipped,Planes,68,S24_2841,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,United States,NA,23,37,Lewis Dan
10143,27,60.97,8,Shipped,Planes,68,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,United States,NA,21,56,Tam Wing C
10155,23,72.62,6,Shipped,Planes,68,S24_2841,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,NA,21240,Finland,EMEA,19,86,Karttunen Matti
10167,21,69.88,2,Cancelled,Planes,68,S24_2841,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,NA,S-844 67,Sweden,EMEA,19,74,Larsson Maria
10178,34,80.84,5,Shipped,Planes,68,S24_2841,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,NA,31000,France,EMEA,18,1,Roulet Annette
10186,22,69.2,2,Shipped,Planes,68,S24_2841,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,NA,WA1 1DP,United Kingdom,EMEA,18,31,Hardy Thomas
10198,48,67.82,5,Shipped,Planes,68,S24_2841,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,NA,1227 MM,Philippines,Japan,18,26,Cruz Arnold
10209,43,82.21,1,Shipped,Planes,68,S24_2841,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Los Angeles,CA,NA,United States,NA,16,51,Chandler Michael
10222,32,81.53,5,Shipped,Planes,68,S24_2841,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,United States,NA,15,22,Thompson Valarie
10249,20,67.82,1,Shipped,Planes,68,S24_2841,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,MA,51247,United States,NA,12,17,Tseng Kyung
10262,24,67.14,10,Cancelled,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,11,34,Freyre Diego
10274,40,65.08,2,Shipped,Planes,68,S24_2841,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Houston,MA,58339,United States,NA,10,23,Nelson Allen
10284,30,73.99,12,Shipped,Planes,68,S24_2841,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,NA,N 0106,Norway,EMEA,9,61,Klaeboe Jan
10296,21,71.25,8,Shipped,Planes,68,S24_2841,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,NA,80686,Germany,EMEA,8,13,Donnermeyer Michael
10307,25,75.36,2,Shipped,Planes,68,S24_2841,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,United States,NA,7,19,Cervantes Francisca
10316,34,63.71,10,Shipped,Planes,68,S24_2841,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,United Kingdom,EMEA,6,39,Bennett Helen
10328,48,58.92,1,Shipped,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,NA,24100,Italy,EMEA,6,69,Rovelli Giovanni
10339,55,100,12,Shipped,Planes,68,S24_2841,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,6,84,Shimamura Akiko
10351,25,74.68,5,Shipped,Planes,68,S24_2841,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,NA,WX3 6FW,United Kingdom,EMEA,5,78,Brown Ann
10373,38,70.44,7,Shipped,Planes,68,S24_2841,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,NA,90110,Finland,EMEA,4,65,Koskitalo Pirkko
10386,39,55.96,1,Resolved,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,2,34,Freyre Diego
10398,28,57.55,3,Shipped,Planes,68,S24_2841,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,NA,51100,France,EMEA,2,68,Henriot Paul
10400,24,61.66,2,Shipped,Planes,68,S24_2841,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,United States,NA,1,83,Frick Sue
10415,21,67.82,1,Disputed,Planes,68,S24_2841,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,0,5,Connery Sean
10110,46,100,10,Shipped,Classic Cars,117,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,26,11,Ashworth Victoria
10124,25,93.95,9,Shipped,Classic Cars,117,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,United States,NA,24,76,King Sue
10148,34,100,3,Shipped,Classic Cars,117,S24_2887,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Sydney,NSW,2060,Australia,APAC,20,3,O'Hara Anna
10161,25,100,2,Shipped,Classic Cars,117,S24_2887,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,NA,8200,Denmark,EMEA,19,41,Ibsen Palle
10173,23,100,16,Shipped,Classic Cars,117,S24_2887,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,NA,24100,Italy,EMEA,18,69,Rovelli Giovanni
10182,20,100,13,Shipped,Classic Cars,117,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,18,57,Nelson Valarie
10192,23,100,1,Shipped,Classic Cars,117,S24_2887,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,United States,NA,18,62,Young Valarie
10204,42,100,7,Shipped,Classic Cars,117,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,17,60,Young Jeff
10213,27,100,3,Shipped,Classic Cars,117,S24_2887,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,NA,WA1 1DP,United Kingdom,EMEA,16,31,Hardy Thomas
10227,33,100,13,Shipped,Classic Cars,117,S24_2887,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,NA,69004,France,EMEA,14,73,Saveley Mary
10241,28,98.65,5,Shipped,Classic Cars,117,S24_2887,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,NA,67000,France,EMEA,13,54,Citeaux Frederique
10267,43,100,2,Shipped,Classic Cars,117,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,New York,NY,10022,United States,NA,10,60,Young Jeff
10279,48,100,2,Shipped,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,9,34,Freyre Diego
10288,48,100,8,Shipped,Classic Cars,117,S24_2887,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,NA,69045,Singapore,APAC,8,40,Victorino Wendy
10302,45,100,4,Shipped,Classic Cars,117,S24_2887,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,NA,WX1 6LT,United Kingdom,EMEA,19,88,Devon Elizabeth
10311,43,100,3,Shipped,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,7,34,Freyre Diego
10332,44,42.26,11,Shipped,Classic Cars,117,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,6,11,Ashworth Victoria
10346,24,87.24,5,Shipped,Classic Cars,117,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,United States,NA,6,76,King Sue
10368,31,100,5,Shipped,Classic Cars,117,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,4,57,Nelson Valarie
10380,44,36.29,7,Shipped,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,3,34,Freyre Diego
10407,59,98.65,5,On Hold,Classic Cars,117,S24_2887,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,United States,NA,1,83,Frick Sue
10420,55,96.3,8,In Process,Classic Cars,117,S24_2887,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Sydney,NSW,2067,Australia,APAC,0,77,Huxley Adrian
10109,29,32.1,6,Shipped,Classic Cars,37,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,United States,NA,26,59,Hernandez Rosa
10122,39,30.96,4,Shipped,Classic Cars,37,S24_2972,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,NA,13008,France,EMEA,24,49,Lebihan Laurence
10135,20,35.87,1,Shipped,Classic Cars,37,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,22,57,Nelson Valarie
10147,25,42.67,1,Shipped,Classic Cars,37,S24_2972,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Houston,MA,58339,United States,NA,20,23,Nelson Allen
10160,42,37,2,Shipped,Classic Cars,37,S24_2972,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Los Angeles,CA,NA,United States,NA,19,51,Chandler Michael
10171,36,35.49,4,Shipped,Classic Cars,37,S24_2972,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA,18,67,Fresnisre Jean
10181,37,42.67,8,Shipped,Classic Cars,37,S24_2972,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,NA,N 5804,Norway,EMEA,18,42,Oeztan Veysel
10192,30,30.59,13,Shipped,Classic Cars,37,S24_2972,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,United States,NA,18,62,Young Valarie
10203,21,37,2,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,17,34,Freyre Diego
10212,34,43.42,12,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,16,34,Freyre Diego
10225,42,36.63,3,Shipped,Classic Cars,37,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,NA,1203,Switzerland,EMEA,15,89,Holz Michael
10239,20,44.56,2,Shipped,Classic Cars,37,S24_2972,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,NA,90110,Finland,EMEA,13,65,Koskitalo Pirkko
10253,40,42.67,7,Cancelled,Classic Cars,37,S24_2972,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,NA,WX1 6LT,United Kingdom,EMEA,11,88,Devon Elizabeth
10266,34,40.4,8,Shipped,Classic Cars,37,S24_2972,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,NA,42100,Italy,EMEA,10,44,Moroni Maurizio
10278,31,38.89,8,Shipped,Classic Cars,37,S24_2972,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,United States,NA,9,76,King Sue
10287,36,39.65,6,Shipped,Classic Cars,37,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,NA,1203,Switzerland,EMEA,9,89,Holz Michael
10301,48,34.36,10,Shipped,Classic Cars,37,S24_2972,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,NA,N 0106,Norway,EMEA,19,61,Klaeboe Jan
10310,33,41.91,4,Shipped,Classic Cars,37,S24_2972,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,NA,50739,Germany,EMEA,7,85,Pfalzheim Henriette
10321,37,33.23,12,Shipped,Classic Cars,37,S24_2972,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,United States,NA,6,35,Benitez Violeta
10331,27,42.24,13,Shipped,Classic Cars,37,S24_2972,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,United States,NA,6,59,Hernandez Rosa
10342,39,40.4,9,Shipped,Classic Cars,37,S24_2972,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,6,6,Ferguson Peter
10355,36,38.52,4,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,5,34,Freyre Diego
10367,36,100,2,Resolved,Classic Cars,37,S24_2972,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,United States,NA,4,87,Young Julie
10378,41,100,7,Shipped,Classic Cars,37,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,NA,28034,Spain,EMEA,3,34,Freyre Diego
10390,37,100,5,Shipped,Classic Cars,37,S24_2972,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,2,57,Nelson Valarie
10405,47,44.56,2,Shipped,Classic Cars,37,S24_2972,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,NA,67000,France,EMEA,1,54,Citeaux Frederique
10419,15,42.67,7,Shipped,Classic Cars,37,S24_2972,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,NA,5020,Austria,EMEA,0,72,Pipps Georg
10105,44,72.58,4,Shipped,Vintage Cars,88,S24_3151,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,NA,1734,Denmark,EMEA,27,28,Petersen Jytte
10119,35,87.62,13,Shipped,Vintage Cars,88,S24_3151,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,NA,5020,Austria,EMEA,25,72,Pipps Georg
10129,41,94.71,4,Shipped,Vintage Cars,88,S24_3151,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,NA,WX3 6FW,United Kingdom,EMEA,23,78,Brown Ann
10142,49,98.25,1,Shipped,Vintage Cars,88,S24_3151,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,United States,NA,21,57,Nelson Valarie
10154,31,91.17,2,Shipped,Vintage Cars,88,S24_3151,Boards & Toys Co.,3105552373,4097 Douglas Av.,Glendale,CA,92561,United States,NA,19,15,Young Leslie
10167,20,79.66,11,Cancelled,Vintage Cars,88,S24_3151,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,NA,S-844 67,Sweden,EMEA,19,74,Larsson Maria
10177,45,72.58,2,Shipped,Vintage Cars,88,S24_3151,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,NA,28023,Spain,EMEA,18,16,Fernandez Jesus
10185,33,74.35,2,Shipped,Vintage Cars,88,S24_3151,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,United States,NA,18,56,Tam Wing C
10197,47,83.2,8,Shipped,Vintage Cars,88,S24_3151,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,NA,8022,Spain,EMEA,18,33,Saavedra Eduardo
10208,20,89.4,2,Shipped,Vintage Cars,88,S24_3151,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,NA,69004,France,EMEA,16,73,Saveley Mary
10222,47,70.81,14,Shipped,Vintage Cars,88,S24_3151,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,United States,NA,15,22,Thompson Valarie
10233,40,94.71,2,Shipped,Vintage Cars,88,S24_3151,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,United States,NA,14,82,Brown William
10248,30,100,5,Cancelled,Vintage Cars,88,S24_3151,Land of Toys Inc.,2125557818,897 Long Airport Avenue,New York,NY,10022,United States,NA,12,47,Yu Kwai
10261,22,91.17,3,Shipped,Vintage Cars,88,S24_3151,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,NA,11,67,Fresnisre Jean
10273,27,100,6,Shipped,Vintage Cars,88,S24_3151,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,NA,B-1180,Belgium,EMEA,10,66,Dewey Catherine
10283,34,92.94,8,Shipped,Vintage Cars,88,S24_3151,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA,9,70,Lincoln Elizabeth
10295,46,84.97,3,Shipped,Vintage Cars,88,S24_3151,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,United States,NA,8,38,Yoshido Juri
10306,31,84.08,2,Shipped,Vintage Cars,88,S24_3151,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,NA,EC2 5NT,United Kingdom,EMEA,7,11,Ashworth Victoria
10315,24,86.74,1,Shipped,Vintage Cars,88,S24_3151,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,NA,44000,France,EMEA,7,46,Labrune Janine
